"content_id","topic_id","wordpress_url","sanity_url","sanity_desk_url","publish_date","status","performance_metrics","publish_id","created_at"
"CONTENT-008","TOPIC-014","http://localhost:8080/elss-vs-tax-saving-fd-which-is-better/","http://localhost:3001/posts/elss-vs-tax-saving-fd-which-is-better","https://sanity.io/1eg1vt8d/production/desk/article;post-CONTENT-008","2025-10-08T15:07:31.116Z","Published","{""wordpress"":""wordpress"",""wordpress_id"":55,""wordpress_edit_url"":""http://localhost:8080/wp-admin/post.php?post=55&action=edit"",""sanity"":""sanity"",""sanity_document_id"":""post-CONTENT-008"",""sanity_desk_url"":""https://sanity.io/1eg1vt8d/production/desk/article;post-CONTENT-008"",""simulated"":false}","PUB-011","2025-10-08T15:07:31.116Z"
"CONTENT-009","TOPIC-015","http://localhost:8080/small-cap-vs-mid-cap-vs-large-cap-insights-for-indian-in/","http://localhost:3001/posts/small-cap-vs-mid-cap-vs-large-cap-insights-for-indian-in","https://sanity.io/1eg1vt8d/production/desk/article;post-CONTENT-009","2025-10-08T15:07:34.143Z","Published","{""wordpress"":""wordpress"",""wordpress_id"":56,""wordpress_edit_url"":""http://localhost:8080/wp-admin/post.php?post=56&action=edit"",""sanity"":""sanity"",""sanity_document_id"":""post-CONTENT-009"",""sanity_desk_url"":""https://sanity.io/1eg1vt8d/production/desk/article;post-CONTENT-009"",""simulated"":false}","PUB-012","2025-10-08T15:07:34.143Z"
"CONTENT-010","TOPIC-017","http://localhost:8080/index-funds-vs-mutual-funds-2025-guide-for-indian-investors/","http://localhost:3001/posts/index-funds-vs-mutual-funds-2025-guide-for-indian-investors","https://sanity.io/1eg1vt8d/production/desk/article;post-CONTENT-010","2025-10-08T21:52:55.347Z","Published","{""wordpress"":""wordpress"",""wordpress_id"":57,""wordpress_edit_url"":""http://localhost:8080/wp-admin/post.php?post=57&action=edit"",""sanity"":""sanity"",""sanity_document_id"":""post-CONTENT-010"",""sanity_desk_url"":""https://sanity.io/1eg1vt8d/production/desk/article;post-CONTENT-010"",""simulated"":false}","PUB-013","2025-10-08T21:52:55.347Z"
"CONTENT-011","TOPIC-018","http://localhost:8080/best-index-funds-2025-top-indian-index-funds-for-smart-investors/","http://localhost:3001/posts/best-index-funds-2025-top-indian-index-funds-for-smart-investors","https://sanity.io/1eg1vt8d/production/desk/article;post-CONTENT-011","2025-10-08T21:53:04.373Z","Published","{""wordpress"":""wordpress"",""wordpress_id"":58,""wordpress_edit_url"":""http://localhost:8080/wp-admin/post.php?post=58&action=edit"",""sanity"":""sanity"",""sanity_document_id"":""post-CONTENT-011"",""sanity_desk_url"":""https://sanity.io/1eg1vt8d/production/desk/article;post-CONTENT-011"",""simulated"":false}","PUB-014","2025-10-08T21:53:04.373Z"
"CONTENT-012","TOPIC-019","http://localhost:8080/index-funds-vs-mutual-funds-2025-in-depth-indian-guide/","http://localhost:3001/posts/index-funds-vs-mutual-funds-2025-in-depth-indian-guide","https://sanity.io/1eg1vt8d/production/desk/article;post-CONTENT-012","2025-10-08T21:53:07.371Z","Published","{""wordpress"":""wordpress"",""wordpress_id"":59,""wordpress_edit_url"":""http://localhost:8080/wp-admin/post.php?post=59&action=edit"",""sanity"":""sanity"",""sanity_document_id"":""post-CONTENT-012"",""sanity_desk_url"":""https://sanity.io/1eg1vt8d/production/desk/article;post-CONTENT-012"",""simulated"":false}","PUB-015","2025-10-08T21:53:07.371Z"
"CONTENT-013","TOPIC-020","http://localhost:8080/mutual-fund-expense-ratio-2025-how-fees-impact-your-returns/","http://localhost:3001/posts/mutual-fund-expense-ratio-2025-how-fees-impact-your-returns","https://sanity.io/1eg1vt8d/production/desk/article;post-CONTENT-013","2025-10-08T21:53:20.422Z","Published","{""wordpress"":""wordpress"",""wordpress_id"":60,""wordpress_edit_url"":""http://localhost:8080/wp-admin/post.php?post=60&action=edit"",""sanity"":""sanity"",""sanity_document_id"":""post-CONTENT-013"",""sanity_desk_url"":""https://sanity.io/1eg1vt8d/production/desk/article;post-CONTENT-013"",""simulated"":false}","PUB-016","2025-10-08T21:53:20.422Z"
"CONTENT-014","TOPIC-021","http://localhost:8080/how-to-file-itr-for-high-income-complete-2025-guide/","http://localhost:3001/posts/how-to-file-itr-for-high-income-complete-2025-guide","https://sanity.io/1eg1vt8d/production/desk/article;post-CONTENT-014","2025-10-08T21:53:23.404Z","Published","{""wordpress"":""wordpress"",""wordpress_id"":61,""wordpress_edit_url"":""http://localhost:8080/wp-admin/post.php?post=61&action=edit"",""sanity"":""sanity"",""sanity_document_id"":""post-CONTENT-014"",""sanity_desk_url"":""https://sanity.io/1eg1vt8d/production/desk/article;post-CONTENT-014"",""simulated"":false}","PUB-017","2025-10-08T21:53:23.404Z"
"CONTENT-015","TOPIC-022","http://localhost:8080/how-to-build-a-diversified-equity-portfolio-in-india/","http://localhost:3001/posts/how-to-build-a-diversified-equity-portfolio-in-india","https://sanity.io/1eg1vt8d/production/desk/article;post-CONTENT-015","2025-10-08T21:53:30.415Z","Published","{""wordpress"":""wordpress"",""wordpress_id"":62,""wordpress_edit_url"":""http://localhost:8080/wp-admin/post.php?post=62&action=edit"",""sanity"":""sanity"",""sanity_document_id"":""post-CONTENT-015"",""sanity_desk_url"":""https://sanity.io/1eg1vt8d/production/desk/article;post-CONTENT-015"",""simulated"":false}","PUB-018","2025-10-08T21:53:30.415Z"
"CONTENT-016","TOPIC-023","http://localhost:8080/section-80c-tax-deduction-2025-complete-guide-for-indian-taxpayers/","http://localhost:3001/posts/section-80c-tax-deduction-2025-complete-guide-for-indian-taxpayers","https://sanity.io/1eg1vt8d/production/desk/article;post-CONTENT-016","2025-10-08T21:53:33.430Z","Published","{""wordpress"":""wordpress"",""wordpress_id"":63,""wordpress_edit_url"":""http://localhost:8080/wp-admin/post.php?post=63&action=edit"",""sanity"":""sanity"",""sanity_document_id"":""post-CONTENT-016"",""sanity_desk_url"":""https://sanity.io/1eg1vt8d/production/desk/article;post-CONTENT-016"",""simulated"":false}","PUB-019","2025-10-08T21:53:33.430Z"
"CONTENT-017","TOPIC-024","http://localhost:8080/mutual-fund-expense-ratio-2025-low-cost-funds-sip-impact/","http://localhost:3001/posts/mutual-fund-expense-ratio-2025-low-cost-funds-sip-impact","https://sanity.io/1eg1vt8d/production/desk/article;post-CONTENT-017","2025-10-08T21:53:44.449Z","Published","{""wordpress"":""wordpress"",""wordpress_id"":64,""wordpress_edit_url"":""http://localhost:8080/wp-admin/post.php?post=64&action=edit"",""sanity"":""sanity"",""sanity_document_id"":""post-CONTENT-017"",""sanity_desk_url"":""https://sanity.io/1eg1vt8d/production/desk/article;post-CONTENT-017"",""simulated"":false}","PUB-020","2025-10-08T21:53:44.449Z"
"CONTENT-018","TOPIC-025","http://localhost:8080/section-80c-deductions-guide-2025-save-tax-with-pl-capital/","http://localhost:3001/posts/section-80c-deductions-guide-2025-save-tax-with-pl-capital","https://sanity.io/1eg1vt8d/production/desk/article;post-CONTENT-018","2025-10-08T21:53:47.453Z","Published","{""wordpress"":""wordpress"",""wordpress_id"":65,""wordpress_edit_url"":""http://localhost:8080/wp-admin/post.php?post=65&action=edit"",""sanity"":""sanity"",""sanity_document_id"":""post-CONTENT-018"",""sanity_desk_url"":""https://sanity.io/1eg1vt8d/production/desk/article;post-CONTENT-018"",""simulated"":false}","PUB-021","2025-10-08T21:53:47.453Z"
"CONTENT-019","TOPIC-026","http://localhost:8080/retirement-planning-for-self-employed-professionals-in-india/","http://localhost:3001/posts/retirement-planning-for-self-employed-professionals-in-india","https://sanity.io/1eg1vt8d/production/desk/article;post-CONTENT-019","2025-10-08T21:53:57.401Z","Published","{""wordpress"":""wordpress"",""wordpress_id"":66,""wordpress_edit_url"":""http://localhost:8080/wp-admin/post.php?post=66&action=edit"",""sanity"":""sanity"",""sanity_document_id"":""post-CONTENT-019"",""sanity_desk_url"":""https://sanity.io/1eg1vt8d/production/desk/article;post-CONTENT-019"",""simulated"":false}","PUB-022","2025-10-08T21:53:57.401Z"
"CONTENT-020","TOPIC-027","http://localhost:8080/how-to-file-itr-for-investment-income-step-by-step-guide-2025/","http://localhost:3001/posts/how-to-file-itr-for-investment-income-step-by-step-guide-2025","https://sanity.io/1eg1vt8d/production/desk/article;post-CONTENT-020","2025-10-08T21:54:02.527Z","Published","{""wordpress"":""wordpress"",""wordpress_id"":67,""wordpress_edit_url"":""http://localhost:8080/wp-admin/post.php?post=67&action=edit"",""sanity"":""sanity"",""sanity_document_id"":""post-CONTENT-020"",""sanity_desk_url"":""https://sanity.io/1eg1vt8d/production/desk/article;post-CONTENT-020"",""simulated"":false}","PUB-023","2025-10-08T21:54:02.527Z"
"CONTENT-021","TOPIC-028","http://localhost:8080/2025-blueprint-for-a-diversified-equity-portfolio-in-india/","http://localhost:3001/posts/2025-blueprint-for-a-diversified-equity-portfolio-in-india","https://sanity.io/1eg1vt8d/production/desk/article;post-CONTENT-021","2025-10-08T21:54:05.488Z","Published","{""wordpress"":""wordpress"",""wordpress_id"":68,""wordpress_edit_url"":""http://localhost:8080/wp-admin/post.php?post=68&action=edit"",""sanity"":""sanity"",""sanity_document_id"":""post-CONTENT-021"",""sanity_desk_url"":""https://sanity.io/1eg1vt8d/production/desk/article;post-CONTENT-021"",""simulated"":false}","PUB-024","2025-10-08T21:54:05.488Z"
"CONTENT-022","TOPIC-029","http://localhost:8080/index-funds-vs-etfs-india-2025-in-depth-comparison-guide/","http://localhost:3001/posts/index-funds-vs-etfs-india-2025-in-depth-comparison-guide","https://sanity.io/1eg1vt8d/production/desk/article;post-CONTENT-022","2025-10-08T21:54:28.518Z","Published","{""wordpress"":""wordpress"",""wordpress_id"":69,""wordpress_edit_url"":""http://localhost:8080/wp-admin/post.php?post=69&action=edit"",""sanity"":""sanity"",""sanity_document_id"":""post-CONTENT-022"",""sanity_desk_url"":""https://sanity.io/1eg1vt8d/production/desk/article;post-CONTENT-022"",""simulated"":false}","PUB-025","2025-10-08T21:54:28.518Z"
"CONTENT-023","TOPIC-030","http://localhost:8080/digital-gold-vs-physical-gold-tax-full-cost-regulation-guide/","http://localhost:3001/posts/digital-gold-vs-physical-gold-tax-full-cost-regulation-guide","https://sanity.io/1eg1vt8d/production/desk/article;post-CONTENT-023","2025-10-08T21:54:31.517Z","Published","{""wordpress"":""wordpress"",""wordpress_id"":70,""wordpress_edit_url"":""http://localhost:8080/wp-admin/post.php?post=70&action=edit"",""sanity"":""sanity"",""sanity_document_id"":""post-CONTENT-023"",""sanity_desk_url"":""https://sanity.io/1eg1vt8d/production/desk/article;post-CONTENT-023"",""simulated"":false}","PUB-026","2025-10-08T21:54:31.517Z"
"CONTENT-024","TOPIC-031","http://localhost:8080/advanced-technical-analysis-india-complete-guide-with-sebi-compliance/","http://localhost:3001/posts/advanced-technical-analysis-india-complete-guide-with-sebi-compliance","https://sanity.io/1eg1vt8d/production/desk/article;post-CONTENT-024","2025-10-08T21:54:52.318Z","Published","{""wordpress"":""wordpress"",""wordpress_id"":71,""wordpress_edit_url"":""http://localhost:8080/wp-admin/post.php?post=71&action=edit"",""sanity"":""simulated-sanity-error"",""sanity_document_id"":"""",""sanity_desk_url"":""https://sanity.io/1eg1vt8d/production/desk/article;post-CONTENT-024"",""simulated"":false}","PUB-027","2025-10-08T21:54:52.318Z"
"CONTENT-025","TOPIC-032","http://localhost:8080/stock-market-volatility-strategies-for-indian-investors/","http://localhost:3001/posts/stock-market-volatility-strategies-for-indian-investors","https://sanity.io/1eg1vt8d/production/desk/article;post-CONTENT-025","2025-10-08T21:54:55.649Z","Published","{""wordpress"":""wordpress"",""wordpress_id"":72,""wordpress_edit_url"":""http://localhost:8080/wp-admin/post.php?post=72&action=edit"",""sanity"":""sanity"",""sanity_document_id"":""post-CONTENT-025"",""sanity_desk_url"":""https://sanity.io/1eg1vt8d/production/desk/article;post-CONTENT-025"",""simulated"":false}","PUB-028","2025-10-08T21:54:55.649Z"
"CONTENT-026","TOPIC-033","http://localhost:8080/nps-vs-epf-vs-private-pension-complete-2025-comparison/","http://localhost:3001/posts/nps-vs-epf-vs-private-pension-complete-2025-comparison","https://sanity.io/1eg1vt8d/production/desk/article;post-CONTENT-026","2025-10-08T21:55:10.590Z","Published","{""wordpress"":""wordpress"",""wordpress_id"":73,""wordpress_edit_url"":""http://localhost:8080/wp-admin/post.php?post=73&action=edit"",""sanity"":""sanity"",""sanity_document_id"":""post-CONTENT-026"",""sanity_desk_url"":""https://sanity.io/1eg1vt8d/production/desk/article;post-CONTENT-026"",""simulated"":false}","PUB-029","2025-10-08T21:55:10.590Z"
"CONTENT-001","TOPIC-001","http://localhost:8080/pl-capital-article/","http://localhost:3001/posts/pl-capital-article","https://sanity.io/1eg1vt8d/production/desk/article;post-CONTENT-001","2025-10-09T18:53:38.279Z","Published","{""wordpress"":""wordpress"",""wordpress_id"":74,""wordpress_edit_url"":""http://localhost:8080/wp-admin/post.php?post=74&action=edit"",""sanity"":""sanity"",""sanity_document_id"":""post-CONTENT-001"",""sanity_desk_url"":""https://sanity.io/1eg1vt8d/production/desk/article;post-CONTENT-001"",""simulated"":false}","PUB-030","2025-10-09T18:53:38.279Z"
"CONTENT-003","TOPIC-003","http://localhost:8080/small-cap-vs-mid-cap-vs-large-cap-an-in-depth-indian-mar-2/","http://localhost:3001/posts/small-cap-vs-mid-cap-vs-large-cap-an-in-depth-indian-mar","https://sanity.io/1eg1vt8d/production/desk/article;post-CONTENT-003","2025-10-09T18:53:41.587Z","Published","{""wordpress"":""wordpress"",""wordpress_id"":75,""wordpress_edit_url"":""http://localhost:8080/wp-admin/post.php?post=75&action=edit"",""sanity"":""sanity"",""sanity_document_id"":""post-CONTENT-003"",""sanity_desk_url"":""https://sanity.io/1eg1vt8d/production/desk/article;post-CONTENT-003"",""simulated"":false}","PUB-031","2025-10-09T18:53:41.587Z"
"CONTENT-004","TOPIC-010","http://localhost:8080/index-funds-vs-mutual-funds-a-comprehensive-indian-marke-7/","http://localhost:3001/posts/index-funds-vs-mutual-funds-a-comprehensive-indian-marke","https://sanity.io/1eg1vt8d/production/desk/article;post-CONTENT-004","2025-10-09T18:53:45.617Z","Published","{""wordpress"":""wordpress"",""wordpress_id"":76,""wordpress_edit_url"":""http://localhost:8080/wp-admin/post.php?post=76&action=edit"",""sanity"":""sanity"",""sanity_document_id"":""post-CONTENT-004"",""sanity_desk_url"":""https://sanity.io/1eg1vt8d/production/desk/article;post-CONTENT-004"",""simulated"":false}","PUB-032","2025-10-09T18:53:45.617Z"
"CONTENT-005","TOPIC-011","http://localhost:8080/elss-vs-tax-saving-fd-a-comprehensive-guide-5/","http://localhost:3001/posts/elss-vs-tax-saving-fd-a-comprehensive-guide","https://sanity.io/1eg1vt8d/production/desk/article;post-CONTENT-005","2025-10-09T18:53:48.644Z","Published","{""wordpress"":""wordpress"",""wordpress_id"":77,""wordpress_edit_url"":""http://localhost:8080/wp-admin/post.php?post=77&action=edit"",""sanity"":""sanity"",""sanity_document_id"":""post-CONTENT-005"",""sanity_desk_url"":""https://sanity.io/1eg1vt8d/production/desk/article;post-CONTENT-005"",""simulated"":false}","PUB-033","2025-10-09T18:53:48.645Z"
"CONTENT-006","TOPIC-012","http://localhost:8080/small-cap-vs-mid-cap-vs-large-cap-a-comprehensive-guide-2/","http://localhost:3001/posts/small-cap-vs-mid-cap-vs-large-cap-a-comprehensive-guide","https://sanity.io/1eg1vt8d/production/desk/article;post-CONTENT-006","2025-10-09T18:53:53.636Z","Published","{""wordpress"":""wordpress"",""wordpress_id"":78,""wordpress_edit_url"":""http://localhost:8080/wp-admin/post.php?post=78&action=edit"",""sanity"":""sanity"",""sanity_document_id"":""post-CONTENT-006"",""sanity_desk_url"":""https://sanity.io/1eg1vt8d/production/desk/article;post-CONTENT-006"",""simulated"":false}","PUB-034","2025-10-09T18:53:53.636Z"
"CONTENT-001","TOPIC-001","http://localhost:8080/pl-capital-article-2/","http://localhost:3001/posts/pl-capital-article","https://sanity.io/1eg1vt8d/production/desk/article;post-CONTENT-001","2025-10-09T19:08:34.466Z","Published","{""wordpress"":""wordpress"",""wordpress_id"":79,""wordpress_edit_url"":""http://localhost:8080/wp-admin/post.php?post=79&action=edit"",""sanity"":""sanity"",""sanity_document_id"":""post-CONTENT-001"",""sanity_desk_url"":""https://sanity.io/1eg1vt8d/production/desk/article;post-CONTENT-001"",""simulated"":false}","PUB-035","2025-10-09T19:08:34.467Z"
"CONTENT-003","TOPIC-003","http://localhost:8080/small-cap-vs-mid-cap-vs-large-cap-an-in-depth-indian-mar-3/","http://localhost:3001/posts/small-cap-vs-mid-cap-vs-large-cap-an-in-depth-indian-mar","https://sanity.io/1eg1vt8d/production/desk/article;post-CONTENT-003","2025-10-09T19:08:37.417Z","Published","{""wordpress"":""wordpress"",""wordpress_id"":80,""wordpress_edit_url"":""http://localhost:8080/wp-admin/post.php?post=80&action=edit"",""sanity"":""sanity"",""sanity_document_id"":""post-CONTENT-003"",""sanity_desk_url"":""https://sanity.io/1eg1vt8d/production/desk/article;post-CONTENT-003"",""simulated"":false}","PUB-036","2025-10-09T19:08:37.417Z"
"CONTENT-004","TOPIC-010","http://localhost:8080/index-funds-vs-mutual-funds-a-comprehensive-indian-marke-8/","http://localhost:3001/posts/index-funds-vs-mutual-funds-a-comprehensive-indian-marke","https://sanity.io/1eg1vt8d/production/desk/article;post-CONTENT-004","2025-10-09T19:08:40.445Z","Published","{""wordpress"":""wordpress"",""wordpress_id"":81,""wordpress_edit_url"":""http://localhost:8080/wp-admin/post.php?post=81&action=edit"",""sanity"":""sanity"",""sanity_document_id"":""post-CONTENT-004"",""sanity_desk_url"":""https://sanity.io/1eg1vt8d/production/desk/article;post-CONTENT-004"",""simulated"":false}","PUB-037","2025-10-09T19:08:40.445Z"
"CONTENT-005","TOPIC-011","http://localhost:8080/elss-vs-tax-saving-fd-a-comprehensive-guide-6/","http://localhost:3001/posts/elss-vs-tax-saving-fd-a-comprehensive-guide","https://sanity.io/1eg1vt8d/production/desk/article;post-CONTENT-005","2025-10-09T19:08:45.047Z","Published","{""wordpress"":""wordpress"",""wordpress_id"":82,""wordpress_edit_url"":""http://localhost:8080/wp-admin/post.php?post=82&action=edit"",""sanity"":""sanity"",""sanity_document_id"":""post-CONTENT-005"",""sanity_desk_url"":""https://sanity.io/1eg1vt8d/production/desk/article;post-CONTENT-005"",""simulated"":false}","PUB-038","2025-10-09T19:08:45.047Z"
"CONTENT-006","TOPIC-012","http://localhost:8080/small-cap-vs-mid-cap-vs-large-cap-a-comprehensive-guide-3/","http://localhost:3001/posts/small-cap-vs-mid-cap-vs-large-cap-a-comprehensive-guide","https://sanity.io/1eg1vt8d/production/desk/article;post-CONTENT-006","2025-10-09T19:08:48.056Z","Published","{""wordpress"":""wordpress"",""wordpress_id"":83,""wordpress_edit_url"":""http://localhost:8080/wp-admin/post.php?post=83&action=edit"",""sanity"":""sanity"",""sanity_document_id"":""post-CONTENT-006"",""sanity_desk_url"":""https://sanity.io/1eg1vt8d/production/desk/article;post-CONTENT-006"",""simulated"":false}","PUB-039","2025-10-09T19:08:48.056Z"
"CONTENT-001","TOPIC-001","http://localhost:8080/pl-capital-article-3/","http://localhost:3001/posts/pl-capital-article","https://sanity.io/1eg1vt8d/production/desk/article;post-CONTENT-001","2025-10-10T04:25:06.126Z","Published","{""wordpress"":""wordpress"",""wordpress_id"":84,""wordpress_edit_url"":""http://localhost:8080/wp-admin/post.php?post=84&action=edit"",""sanity"":""sanity"",""sanity_document_id"":""post-CONTENT-001"",""sanity_desk_url"":""https://sanity.io/1eg1vt8d/production/desk/article;post-CONTENT-001"",""simulated"":false}","PUB-040","2025-10-10T04:25:06.127Z"
"CONTENT-003","TOPIC-003","http://localhost:8080/small-cap-vs-mid-cap-vs-large-cap-an-in-depth-indian-mar-4/","http://localhost:3001/posts/small-cap-vs-mid-cap-vs-large-cap-an-in-depth-indian-mar","https://sanity.io/1eg1vt8d/production/desk/article;post-CONTENT-003","2025-10-10T04:25:11.435Z","Published","{""wordpress"":""wordpress"",""wordpress_id"":85,""wordpress_edit_url"":""http://localhost:8080/wp-admin/post.php?post=85&action=edit"",""sanity"":""sanity"",""sanity_document_id"":""post-CONTENT-003"",""sanity_desk_url"":""https://sanity.io/1eg1vt8d/production/desk/article;post-CONTENT-003"",""simulated"":false}","PUB-041","2025-10-10T04:25:11.435Z"
"CONTENT-004","TOPIC-010","http://localhost:8080/index-funds-vs-mutual-funds-a-comprehensive-indian-marke-9/","http://localhost:3001/posts/index-funds-vs-mutual-funds-a-comprehensive-indian-marke","https://sanity.io/1eg1vt8d/production/desk/article;post-CONTENT-004","2025-10-10T04:25:14.538Z","Published","{""wordpress"":""wordpress"",""wordpress_id"":86,""wordpress_edit_url"":""http://localhost:8080/wp-admin/post.php?post=86&action=edit"",""sanity"":""sanity"",""sanity_document_id"":""post-CONTENT-004"",""sanity_desk_url"":""https://sanity.io/1eg1vt8d/production/desk/article;post-CONTENT-004"",""simulated"":false}","PUB-042","2025-10-10T04:25:14.538Z"
